BestSquatKg,BestBenchKg
165.0,145.0
97.5,50.0
97.5,55.0
206.38,111.13
129.27,81.65
102.06,63.5
205.0,152.5
154.22,88.45
217.72,115.67
151.95,106.59
360.0,215.0
226.8,124.74
327.5,200.0
175.0,140.0
120.0,87.5
197.5,120.0
130.0,77.5
136.08,88.45
135.0,70.0
35.0,60.0
110.0,55.0
450.0,230.0
145.0,112.5
142.5,70.0
249.48,142.88
226.8,158.76
142.9,88.5
185.0,127.5
90.0,50.0
235.0,160.0
231.33,136.08
127.01,70.31
147.5,115.0
226.8,165.56
187.5,117.5
156.49,90.72
145.0,90.0
133.81,65.77
208.65,111.13
227.5,185.0
204.12,122.47
67.5,30.0
190.0,127.5
265.35,183.7
150.0,95.0
225.0,130.0
312.5,212.5
195.0,110.0
172.5,112.5
317.5,212.5
247.21,124.74
225.0,155.0
172.5,97.5
142.88,74.84
180.0,145.0
165.0,110.0
237.5,182.5
81.65,52.16
180.0,130.0
82.5,42.5
210.92,136.08
182.5,137.5
230.0,167.5
147.42,70.31
217.5,137.5
182.5,125.0
202.5,165.0
192.5,102.5
172.5,105.0
282.5,210.0
172.5,92.5
200.0,150.0
195.0,150.0
204.12,142.88
300.0,215.0
172.5,127.5
280.0,170.0
155.0,80.0
112.5,72.5
120.0,42.5
237.5,157.5
160.0,92.5
158.76,115.67
122.5,87.5
130.0,85.0
124.74,83.91
65.0,35.0
130.0,82.5
85.0,50.0
247.5,152.5
200.0,152.5
202.5,150.0
227.5,142.5
200.0,132.5
249.48,174.63
115.0,50.0
132.5,87.5
85.0,45.0
102.06,43.09
200.0,197.5
120.0,92.5
136.08,74.84
255.0,170.0
250.0,215.0
320.0,205.0
320.0,200.0
123.0,70.0
102.06,61.23
135.0,75.0
195.0,172.5
197.5,110.0
180.0,80.0
197.5,147.5
202.5,107.5
90.0,42.5
180.0,95.0
142.88,88.45
217.72,127.01
152.5,90.0
150.0,100.0
87.5,55.0
220.0,150.0
231.33,156.49
200.0,125.0
204.12,124.74
62.5,75.0
362.87,235.87
90.72,58.97
205.0,135.0
120.0,65.0
207.5,115.0
272.16,176.9
102.06,61.23
122.5,62.5
300.0,157.5
142.5,62.5
85.0,52.5
179.17,124.74
170.0,90.0
175.0,82.5
227.5,160.0
177.5,120.0
132.5,67.5
242.5,182.5
145.0,121.0
294.84,251.74
410.0,265.0
245.0,130.0
274.42,136.08
233.6,140.61
110.0,52.5
142.88,106.59
210.0,160.0
213.19,127.01
147.42,77.11
75.0,40.0
142.88,106.59
227.5,97.5
231.33,140.61
95.0,50.0
181.44,104.33
120.2,61.23
230.0,157.5
204.12,111.13
176.9,86.18
227.5,167.5
280.0,190.0
187.5,110.0
160.0,231.0
105.0,52.5
192.5,165.0
230.0,155.0
80.0,62.5
197.5,155.0
220.0,122.5
40.0,27.5
108.86,72.57
152.5,97.5
106.59,68.04
165.0,107.5
165.0,62.5
160.0,110.0
87.5,90.0
82.5,60.0
120.0,60.0
320.0,225.0
125.0,92.5
132.5,92.5
85.0,42.5
294.84,124.74
230.0,192.5
320.0,180.0
50.0,30.0
145.0,110.0
165.0,102.5
114.0,-55.0
92.99,61.23
150.0,112.5
113.4,79.38
147.42,65.77
177.5,102.5
200.0,147.5
90.0,52.5
137.5,70.0
130.0,135.0
183.7,124.74
260.82,188.24
97.5,42.5
230.0,132.5
200.0,150.0
92.5,55.0
142.5,82.5
117.93,52.16
142.88,90.72
154.22,86.18
188.24,99.79
105.0,65.0
85.0,37.5
210.0,145.0
175.0,97.5
170.0,125.0
102.5,55.0
195.0,120.0
235.0,155.0
105.0,50.0
161.03,111.13
182.5,145.0
264.9,185.07
242.5,185.0
145.0,67.5
145.0,60.0
226.8,111.1
97.5,56.7
190.0,117.5
127.5,65.0
170.0,102.5
254.01,140.61
232.5,137.5
320.5,185.0
83.91,79.38
205.0,155.0
167.5,115.0
235.87,154.22
172.37,115.67
175.0,125.0
197.5,140.0
155.0,82.5
95.25,49.9
74.84,52.16
230.0,140.0
272.16,172.37
400.0,252.5
308.44,204.12
197.5,140.0
227.5,205.0
250.0,157.5
115.0,50.0
232.5,140.0
102.5,45.0
170.0,125.0
250.0,175.0
167.5,122.5
212.5,132.5
135.0,82.5
145.15,63.5
240.0,120.0
100.0,52.5
160.0,105.0
230.0,135.0
283.5,170.1
142.5,65.0
332.5,227.5
170.0,150.0
105.0,55.0
107.5,135.0
190.0,132.5
142.88,97.52
160.0,100.0
200.0,90.0
25.0,17.5
62.5,37.5
133.81,58.97
224.53,151.95
220.0,145.0
230.0,175.0
200.0,107.5
87.5,50.0
320.0,195.0
260.82,210.92
97.5,62.5
235.0,150.0
147.42,88.45
177.5,102.5
120.0,87.5
112.5,75.0
137.5,102.5
160.0,92.5
175.0,115.0
270.0,155.0
87.5,55.0
190.0,100.0
220.0,145.0
283.5,188.24
220.0,147.5
213.19,154.22
287.5,197.5
197.5,122.5
158.76,113.4
157.5,87.5
165.56,92.99
110.0,60.0
115.0,57.5
131.54,72.57
190.0,102.5
272.16,61.23
75.0,40.0
107.5,72.5
110.0,62.5
106.59,47.63
165.56,111.13
237.5,150.0
240.0,185.0
97.5,55.0
145.0,100.0
145.15,120.2
215.46,95.25
226.8,108.86
97.5,52.5
165.0,130.0
220.0,167.5
181.44,95.25
247.21,174.63
122.47,56.7
290.0,172.5
160.0,85.0
156.49,56.7
85.0,40.0
104.33,63.5
155.0,137.5
145.0,127.5
222.26,161.03
90.0,52.5
330.0,-282.5
192.78,138.35
200.0,120.0
100.0,35.0
195.0,107.5
160.0,120.0
307.5,187.5
197.31,131.54
149.69,70.31
142.88,77.11
255.0,157.5
295.0,200.0
205.0,135.0
290.0,200.0
165.0,70.0
131.54,90.72
205.0,142.5
170.0,122.5
275.0,315.0
150.0,245.0
292.5,190.0
133.81,111.13
220.0,137.5
72.5,40.0
151.95,102.06
230.0,160.0
195.0,137.5
215.0,150.0
280.0,177.5
151.95,95.25
275.0,172.5
77.5,55.0
147.5,132.5
255.0,230.0
199.58,122.47
225.0,145.0
147.42,70.31
312.5,202.5
182.5,112.5
290.0,150.0
195.0,125.0
145.15,102.06
85.0,50.0
122.5,55.0
140.0,77.5
225.0,187.5
204.12,129.27
319.78,199.58
77.5,42.5
149.69,90.72
265.35,174.63
100.0,65.0
145.15,104.33
165.0,100.0
125.0,75.0
165.0,110.0
70.0,45.0
75.0,42.5
117.5,60.0
225.0,192.5
162.5,100.0
195.0,142.5
350.0,320.0
213.19,124.74
130.0,62.5
192.5,147.5
142.88,92.99
230.0,120.0
170.1,127.01
217.7,111.1
151.95,77.11
325.0,220.0
210.0,125.0
215.0,115.0
165.56,97.52
240.0,150.0
136.08,68.04
152.5,95.0
207.5,120.0
130.0,90.0
204.12,120.2
200.0,137.5
145.0,72.5
182.5,127.5
90.0,50.0
-275.0,170.0
151.95,70.31
204.12,115.67
215.46,102.06
192.78,104.33
67.5,40.0
74.84,45.36
185.97,113.4
100.0,100.0
210.0,135.0
185.97,97.52
285.0,202.5
92.5,50.0
260.0,147.5
232.5,197.5
215.46,120.2
161.03,102.06
220.0,145.0
192.78,124.74
180.0,92.5
255.0,180.0
200.0,125.0
185.5,105.0
175.0,125.0
122.5,72.5
207.5,60.0
137.5,62.5
122.47,68.04
280.0,242.5
240.0,165.0
200.0,132.5
265.0,165.0
177.5,145.0
125.0,85.0
150.0,87.5
120.2,102.06
175.0,85.0
175.0,110.0
97.5,67.5
62.5,45.0
231.33,127.01
238.14,138.35
180.0,102.5
217.72,106.59
260.82,165.56
57.5,47.5
170.0,185.0
195.0,115.0
77.5,37.5
250.0,-150.0
175.0,117.5
87.5,60.0
185.97,133.81
210.0,150.0
281.23,142.88
205.0,170.0
147.5,90.0
117.5,60.0
160.0,115.0
292.5,190.0
256.28,129.27
202.5,110.0
215.46,106.59
192.5,140.0
130.0,77.5
240.4,142.88
205.0,147.5
115.67,72.57
217.72,138.35
197.5,110.0
132.5,72.5
117.9,63.5
162.5,90.0
120.0,75.0
120.0,90.0
226.8,136.08
170.1,104.33
245.0,167.5
240.0,155.0
112.5,117.5
120.0,57.5
170.0,132.5
102.5,62.5
181.44,124.74
50.0,40.0
180.0,102.5
287.5,215.0
117.5,55.0
122.5,50.0
182.5,110.0
82.5,50.0
157.5,102.5
212.5,170.0
115.0,60.0
138.35,81.65
90.0,85.0
232.5,165.0
220.0,222.5
240.0,205.0
82.5,47.5
129.27,61.23
283.5,142.88
175.0,105.0
226.8,120.2
215.0,140.0
195.0,137.5
192.5,142.5
215.46,117.93
217.72,156.49
175.0,187.5
127.0,63.5
280.0,250.0
161.03,102.06
238.0,145.0
192.5,152.5
127.5,92.5
387.5,237.5
92.5,60.0
225.0,190.0
86.18,52.16
142.5,82.5
190.51,111.13
200.0,120.0
280.0,220.0
242.5,172.5
362.87,306.17
232.5,152.5
105.0,47.5
99.79,70.31
265.35,192.78
95.0,50.0
249.48,154.22
122.47,63.5
180.0,125.0
240.4,127.01
183.7,97.52
120.0,80.0
240.0,162.5
145.0,107.5
237.5,117.5
207.5,125.0
158.76,113.4
230.0,180.0
163.29,102.06
155.0,77.5
97.52,43.09
230.0,150.0
190.51,120.2
150.0,90.0
192.5,140.0
233.6,113.4
120.0,100.0
229.06,138.35
213.19,120.2
140.0,67.5
120.0,82.5
240.0,147.5
210.0,157.5
254.01,172.37
288.03,215.46
180.0,112.5
247.21,165.56
190.0,127.5
256.28,147.42
185.0,140.0
158.76,102.06
185.0,147.5
65.0,42.5
82.5,47.5
222.26,117.93
255.0,130.0
97.5,52.5
232.5,122.5
235.0,132.5
237.5,167.5
104.33,58.97
187.5,142.5
210.0,110.0
199.58,122.47
272.16,192.78
215.0,127.5
252.5,180.0
207.5,165.0
137.5,87.5
195.0,136.1
140.0,77.5
136.08,88.45
176.9,131.54
130.0,85.0
132.5,65.0
150.0,130.0
105.0,25.0
410.0,320.0
255.0,232.5
142.88,83.91
345.0,227.5
130.0,55.0
183.7,124.74
170.1,140.61
200.0,107.5
215.0,132.5
242.5,172.5
206.38,102.06
95.0,62.5
262.5,175.0
127.5,62.5
163.29,102.06
127.5,62.5
257.5,192.5
75.0,47.5
390.09,276.69
102.5,47.5
112.5,77.5
257.5,160.0
138.35,117.93
187.5,122.5
265.0,165.0
136.08,77.11
250.0,207.5
90.0,50.0
374.21,226.8
187.5,127.5
140.61,79.38
115.67,52.16
152.5,102.5
135.0,65.0
275.0,180.0
265.0,112.5
147.5,75.0
95.0,72.5
90.0,40.0
175.0,115.0
165.0,102.5
117.93,83.91
325.0,217.5
183.7,111.13
70.0,45.0
412.5,210.0
80.0,40.0
165.0,100.0
127.5,75.0
274.42,124.74
117.5,60.0
75.0,45.0
172.37,102.06
85.0,55.0
285.76,154.22
135.0,82.5
150.0,127.5
217.5,172.5
265.0,105.0
213.19,120.2
155.0,85.0
240.4,170.1
170.0,112.5
217.5,130.0
106.59,70.31
158.76,117.93
110.0,137.5
155.0,125.0
152.5,80.0
250.0,152.5
127.5,70.0
369.68,251.74
367.5,262.5
136.08,79.38
257.5,192.5
272.5,170.0
102.5,82.5
295.0,195.0
197.5,152.5
183.7,136.08
215.0,157.5
317.51,238.14
267.5,165.0
165.0,110.0
260.0,187.5
182.5,100.0
80.0,45.0
225.0,130.0
102.06,86.18
172.37,92.99
175.0,160.0
97.5,62.5
180.0,132.5
160.0,112.5
205.0,205.0
67.5,35.0
165.0,147.5
140.0,90.0
237.5,167.5
125.0,72.5
112.5,50.0
113.4,63.5
135.0,90.0
207.5,142.5
190.0,130.0
205.0,190.0
90.72,43.09
419.57,254.01
102.5,75.0
335.0,255.0
204.12,113.4
137.5,80.0
140.61,70.31
245.0,160.0
125.0,80.0
390.09,335.2
130.0,60.0
135.0,67.5
265.0,145.0
124.74,102.06
156.49,88.45
92.99,49.9
215.0,125.0
60.0,32.5
342.5,222.5
199.58,120.2
151.95,83.91
204.12,124.74
165.56,102.06
215.0,147.5
195.0,130.0
120.2,52.16
167.83,122.47
227.5,155.0
155.0,88.0
110.0,62.5
197.5,105.0
283.5,195.04
137.5,92.5
227.5,167.5
175.0,127.5
79.38,52.16
210.0,127.5
275.0,152.5
255.0,150.0
65.0,45.0
251.74,190.51
99.79,47.63
167.83,142.88
165.0,105.0
122.5,115.0
175.0,105.0
195.0,122.5
174.63,111.13
150.0,107.5
283.5,149.69
190.0,112.5
165.0,75.0
242.5,160.0
182.5,135.0
260.0,162.5
145.15,117.93
231.33,133.81
185.0,105.0
220.0,165.6
175.0,100.0
97.5,50.0
150.0,70.0
162.5,87.5
105.0,55.0
124.74,65.77
195.04,120.2
105.0,72.5
233.6,124.74
117.5,55.0
187.5,125.0
183.7,142.9
150.0,77.5
140.61,97.52
140.0,75.0
190.0,122.5
235.87,154.22
272.5,170.0
222.26,176.9
100.0,60.0
220.0,140.0
202.5,160.0
176.9,90.72
263.08,154.22
212.5,172.5
192.5,125.0
224.53,188.24
237.5,90.0
232.5,162.5
275.0,230.0
174.63,138.35
102.5,47.5
80.0,50.0
102.5,60.0
150.0,105.0
208.65,158.76
240.4,142.88
260.0,237.5
300.0,175.0
130.0,75.0
220.0,172.5
272.5,155.0
160.0,95.0
235.0,142.5
227.5,80.0
240.4,131.54
244.94,151.95
260.0,180.0
129.3,77.1
177.5,122.5
205.0,140.0
272.5,150.0
362.87,256.28
230.0,130.0
100.0,100.0
220.0,147.5
135.0,110.0
272.5,170.0
100.0,70.0
292.5,187.5
170.1,108.86
197.5,115.0
131.54,81.65
225.0,145.0
165.0,95.0
117.5,62.5
200.0,150.0
110.0,92.5
180.0,90.0
181.44,113.4
142.9,86.2
122.5,77.5
210.0,120.0
220.0,155.0
137.5,75.0
237.5,195.0
195.0,155.0
187.5,122.5
240.0,160.0
140.61,79.38
167.5,142.5
200.0,110.0
192.78,95.25
260.8,106.6
272.16,138.35
122.5,95.0
275.0,237.5
295.0,180.0
150.0,100.0
124.74,68.04
272.16,142.88
197.31,115.67
220.0,125.0
249.48,131.54
272.5,150.0
124.74,54.43
75.0,50.0
207.5,120.0
97.5,60.0
250.0,135.0
142.5,90.0
180.0,122.5
195.0,120.0
410.0,260.0
290.0,205.0
120.0,75.0
102.5,62.5
190.0,160.0
215.0,145.0
124.74,74.84
212.5,172.5
130.0,65.0
100.0,50.0
138.35,77.11
107.5,57.5
230.0,191.0
117.93,79.38
262.5,157.5
117.5,77.5
95.0,52.5
347.0,226.8
170.1,124.74
145.15,97.52
185.97,115.67
182.5,115.0
277.5,195.0
283.5,167.83
102.5,47.5
222.26,174.63
182.5,137.5
205.0,115.0
182.5,125.0
381.02,301.64
200.0,122.5
170.1,127.01
160.0,100.0
232.5,222.5
265.0,165.0
165.0,117.5
142.88,83.91
145.0,97.5
120.0,72.5
200.0,112.5
170.0,125.0
97.5,62.5
80.0,90.0
175.0,125.0
145.15,83.91
215.46,131.54
158.76,77.11
185.0,125.0
105.0,75.0
105.0,60.0
220.0,132.5
149.69,79.38
129.27,86.18
199.58,95.25
207.5,140.0
149.69,86.18
260.82,158.76
280.0,175.0
111.13,58.97
190.0,130.0
102.06,74.84
260.0,175.0
260.0,170.0
320.0,237.5
107.5,62.5
244.9,111.1
212.39,162.39
140.0,102.5
165.56,104.33
250.0,150.0
145.0,110.0
142.88,79.38
187.5,120.0
113.4,83.91
240.0,132.5
165.0,107.5
290.0,182.5
117.5,65.0
200.0,120.0
205.0,135.0
244.94,131.54
262.5,137.5
212.5,117.5
165.0,95.0
190.0,152.5
200.0,127.5
285.0,210.0
210.0,140.0
219.99,142.88
182.5,135.0
105.0,57.5
127.01,86.18
147.42,83.91
45.0,45.0
205.0,100.0
275.0,202.5
124.74,74.84
240.4,195.04
102.06,65.77
151.95,88.45
190.0,95.0
90.0,62.5
192.5,137.5
137.5,110.0
200.0,122.5
167.5,132.5
249.48,136.08
90.0,45.0
200.0,152.5
277.5,130.0
110.0,62.5
175.0,102.5
145.0,80.0
200.0,150.0
149.69,70.31
147.42,88.45
170.0,140.0
162.5,122.5
362.87,272.16
105.0,57.5
242.5,160.0
130.0,80.0
147.42,131.54
210.92,138.35
115.67,52.16
215.0,142.5
97.5,72.5
111.1,65.8
60.0,37.5
337.5,252.5
226.8,140.61
215.0,187.5
127.5,65.0
202.5,132.5
165.0,85.0
152.5,97.5
136.08,95.25
70.0,60.0
204.12,113.4
182.5,125.0
170.1,108.86
165.0,95.0
152.5,97.5
257.5,185.0
192.5,105.0
136.08,65.77
292.5,165.0
403.7,199.58
182.5,105.0
325.0,205.0
129.27,72.57
220.0,152.5
130.0,70.0
165.56,92.99
174.63,117.93
229.06,145.15
181.44,97.52
195.0,155.0
230.0,152.5
129.27,88.45
150.0,92.5
190.0,132.5
149.7,83.9
210.92,95.25
158.76,124.74
155.0,112.5
155.0,82.5
190.0,115.0
135.0,77.5
87.5,45.0
263.08,158.76
115.0,75.0
240.4,165.56
43.1,27.2
94.91,42.64
180.0,125.0
172.5,125.0
161.03,108.86
136.08,74.84
147.5,95.0
117.5,85.0
200.0,175.0
97.5,40.0
170.0,-120.0
167.5,112.5
30.0,77.5
180.0,72.5
151.95,117.93
219.99,149.69
237.5,145.0
125.0,77.5
127.5,67.5
181.44,113.4
233.6,129.27
197.5,110.0
204.12,127.01
82.5,57.5
122.5,77.5
160.0,92.5
125.0,102.5
107.5,55.0
325.0,200.0
192.5,140.0
185.97,92.99
255.0,190.0
181.44,124.74
117.5,62.5
197.31,142.88
254.01,190.51
242.5,155.0
322.5,237.5
165.0,72.5
332.5,202.5
200.0,132.5
110.0,55.0
237.5,150.0
147.42,88.45
160.0,115.0
127.5,65.0
115.0,65.0
187.5,135.0
290.0,182.5
158.76,129.27
160.0,87.5
195.0,112.5
252.5,190.0
260.0,155.0
185.97,136.08
130.0,70.0
335.66,256.28
172.37,138.35
190.51,122.47
170.0,115.0
201.85,127.01
232.5,150.0
215.46,129.27
180.0,100.0
312.5,210.0
250.0,180.0
215.0,147.5
151.95,129.27
68.04,49.9
150.0,130.0
124.74,70.31
272.16,167.83
489.88,351.53
192.5,122.5
227.5,162.5
160.0,80.0
245.0,142.5
115.0,65.0
145.15,124.74
180.0,97.5
110.0,65.0
202.5,107.5
110.0,40.0
272.5,160.0
115.67,52.16
300.0,185.0
100.0,60.0
115.0,62.5
151.95,86.18
235.0,150.0
192.78,115.67
220.0,157.5
200.0,122.5
80.0,37.5
233.6,151.95
183.7,113.4
320.0,210.0
245.0,155.0
95.0,52.5
136.08,77.11
192.5,130.0
92.5,75.0
170.1,102.06
106.59,83.91
90.0,42.5
192.5,100.0
102.5,57.5
158.76,90.72
252.5,185.0
140.0,110.0
242.5,135.0
280.0,215.0
185.0,137.5
140.0,77.5
97.52,61.23
219.99,111.13
290.3,213.19
225.0,165.0
165.56,102.06
100.0,60.0
275.0,192.5
175.0,135.0
82.5,42.5
274.42,181.44
292.57,161.03
185.0,137.5
220.0,160.0
225.0,140.0
200.0,127.5
92.99,68.04
230.0,112.5
256.28,149.69
120.2,81.65
190.0,132.5
102.5,67.5
260.0,172.5
92.5,47.5
340.0,187.5
330.0,240.0
174.63,108.86
238.14,165.56
140.0,85.0
174.63,79.38
301.64,158.76
197.31,111.13
210.0,135.0
55.0,45.0
138.35,131.54
140.61,115.67
95.0,60.0
280.0,175.0
272.61,234.96
185.97,92.99
252.5,205.0
97.5,60.0
82.5,50.0
220.0,182.5
242.67,154.22
88.45,52.16
340.19,249.48
195.0,135.5
200.0,140.0
182.5,125.0
150.0,77.5
220.0,145.0
262.5,182.5
163.29,81.65
235.0,132.5
181.44,124.74
257.5,165.0
181.44,111.13
290.0,205.0
185.0,147.5
90.0,92.5
182.5,127.5
215.46,120.2
197.5,152.5
150.0,90.0
92.5,60.0
155.0,97.5
192.5,110.0
220.0,112.5
-140.0,117.5
275.0,190.0
181.44,113.4
179.17,90.72
177.5,112.5
97.5,80.0
282.5,142.5
325.0,180.0
110.0,55.0
160.0,75.0
72.5,40.0
205.0,105.0
170.0,112.5
182.5,105.0
265.0,177.5
140.61,77.11
175.0,105.0
272.16,176.9
137.5,70.0
167.5,111.0
235.0,155.0
172.37,136.08
250.0,195.0
350.0,210.0
217.5,140.0
206.38,210.92
125.0,75.0
82.5,47.5
210.92,129.27
120.0,62.5
110.0,62.5
232.5,155.0
230.0,140.0
115.0,137.5
180.0,125.0
255.0,185.0
136.1,83.9
220.0,110.0
87.5,45.0
95.25,58.97
270.0,152.5
147.5,107.5
207.5,155.0
139.93,129.95
105.0,55.0
245.0,142.5
231.33,136.08
202.5,137.5
234.96,164.99
242.5,135.0
204.12,120.2
255.0,170.0
102.06,47.63
272.16,154.22
57.5,42.5
115.0,57.5
145.0,82.5
125.0,70.0
165.56,83.91
215.0,135.0
115.67,68.04
161.03,108.86
183.7,102.06
270.0,157.5
195.0,120.0
120.0,85.0
252.5,160.0
165.0,95.0
122.5,85.0
202.5,167.5
122.5,57.5
52.5,45.0
85.0,42.5
152.5,125.0
127.01,74.84
282.5,197.5
165.56,113.4
297.5,187.5
181.44,133.81
75.0,50.0
340.19,226.8
145.15,99.79
149.69,95.25
135.0,75.0
135.0,102.5
124.74,111.13
135.0,90.0
147.42,72.57
77.5,42.5
205.0,140.0
240.0,127.5
215.46,113.4
220.0,125.0
110.0,77.5
206.38,111.13
152.5,100.0
163.29,90.72
150.0,85.0
165.6,90.7
235.87,179.17
142.88,88.45
127.01,58.97
145.15,102.06
200.0,120.0
240.0,130.0
172.5,117.5
176.9,122.47
280.0,140.0
115.0,52.5
302.5,147.5
187.5,122.5
217.5,170.0
272.5,185.0
90.72,45.36
197.5,110.0
244.94,142.88
190.0,120.0
285.76,195.04
277.5,152.2
87.5,57.5
250.0,187.5
110.0,85.0
188.24,111.13
170.0,102.5
137.5,125.0
80.0,55.0
200.0,115.0
175.0,115.0
-240.0,145.0
210.0,140.0
255.0,167.5
240.0,150.0
102.5,62.5
149.69,92.99
155.0,100.0
85.0,62.5
233.6,154.22
225.0,157.5
222.5,172.5
145.15,97.52
145.0,85.0
115.0,50.0
230.0,175.0
105.0,47.5
179.17,138.35
240.0,217.5
303.91,226.8
275.0,230.0
255.0,150.0
57.5,52.5
222.5,185.0
120.0,65.0
120.0,60.0
155.0,105.0
229.06,165.56
129.27,106.59
95.25,61.23
200.0,157.5
205.0,125.0
215.46,192.78
167.83,104.33
105.0,67.5
140.0,75.0
250.0,212.5
204.12,111.13
97.5,45.0
315.0,210.0
92.5,52.5
92.5,42.5
112.5,60.0
307.5,165.0
177.5,140.0
172.5,125.0
260.0,220.0
95.0,70.0
122.5,87.5
162.5,82.5
192.5,127.5
124.74,68.04
185.0,147.5
142.5,115.0
250.0,180.0
170.1,92.99
215.0,150.0
219.99,174.63
142.88,63.5
67.5,45.0
220.0,137.5
147.42,83.91
210.92,151.95
145.0,75.0
82.5,57.5
165.0,115.0
188.24,117.93
235.0,152.5
177.5,67.5
105.0,55.0
145.0,60.0
267.62,136.08
340.19,192.78
87.5,67.5
260.0,160.0
257.5,170.0
147.5,107.5
137.5,92.5
213.19,140.61
205.0,142.5
120.2,79.38
97.5,57.5
142.88,86.18
288.03,192.78
125.0,90.0
80.0,52.5
180.0,105.0
170.1,140.61
80.0,47.5
102.06,81.65
335.66,242.67
240.0,145.0
177.5,125.0
207.5,170.0
260.0,125.0
200.0,117.5
132.5,65.0
227.5,172.5
205.0,147.5
102.5,47.5
102.5,52.5
255.0,145.0
230.0,162.5
70.0,45.0
158.76,83.91
147.5,80.0
52.16,31.75
140.0,80.0
192.5,140.0
190.0,130.0
174.63,102.06
270.0,197.5
