BestSquatKg,BestBenchKg
227.5,160.0
179.17,129.27
200.0,140.0
163.29,102.06
275.0,175.0
238.14,226.8
232.5,137.5
260.0,167.5
112.5,50.0
215.0,132.5
160.0,75.0
131.54,68.04
107.5,55.0
135.0,87.5
90.72,49.9
240.0,140.0
149.69,124.74
99.79,61.23
147.5,72.5
190.51,122.47
150.0,95.0
205.0,145.0
113.4,68.04
158.76,90.72
231.33,136.08
225.0,150.0
199.58,92.99
231.33,167.83
190.0,150.0
180.0,135.0
272.5,172.5
206.38,136.08
111.13,72.57
180.0,162.5
240.0,160.0
115.0,65.0
174.6,124.7
165.56,90.72
197.5,117.5
145.15,72.57
130.0,57.5
242.5,187.5
222.5,130.0
195.04,145.15
277.5,160.0
165.0,125.0
192.78,136.08
240.0,190.0
190.0,155.0
82.5,42.5
195.0,130.0
294.84,154.22
142.88,108.86
112.5,62.5
190.0,107.5
130.0,80.0
190.51,99.79
235.87,151.95
150.0,150.0
227.5,135.0
158.76,97.52
137.5,100.0
150.0,110.0
149.69,142.88
200.0,127.5
215.46,145.15
161.03,90.72
140.0,100.0
45.36,24.95
97.5,47.5
145.0,65.0
265.35,163.29
100.0,52.5
222.5,112.5
145.0,140.0
257.5,170.0
183.7,102.06
210.0,130.0
237.5,115.0
220.0,147.5
136.08,86.18
122.5,65.0
147.42,90.72
79.38,43.09
238.14,156.49
156.49,113.4
205.0,132.5
150.0,125.0
67.5,40.0
310.0,192.5
130.0,87.5
150.0,97.5
290.3,165.56
90.72,40.82
130.0,75.0
97.52,52.16
199.58,97.52
127.5,67.5
237.5,177.5
295.0,165.0
170.1,104.33
165.0,103.0
120.0,77.5
182.5,152.5
82.5,42.5
319.78,124.74
150.0,92.5
113.4,63.5
86.18,47.63
105.0,55.0
112.5,55.0
120.0,52.5
190.0,105.0
165.0,145.0
138.35,74.84
170.1,111.13
278.96,149.69
233.6,140.61
310.0,220.0
199.58,145.15
226.8,147.42
82.5,47.5
281.23,181.44
112.5,55.0
200.0,122.5
161.03,88.45
102.5,55.0
82.5,60.0
113.4,72.57
290.0,197.5
132.5,82.5
122.5,62.5
170.0,102.5
230.0,140.0
249.48,204.12
370.0,235.0
158.76,95.25
344.73,229.06
115.5,65.0
85.0,42.5
137.5,87.5
287.5,160.0
77.5,40.0
75.0,87.5
185.0,90.0
172.5,90.0
160.0,120.0
251.7,172.4
145.0,60.0
208.65,133.81
150.0,65.0
90.72,56.7
256.28,147.42
182.5,115.0
227.5,172.5
299.37,156.49
85.0,52.5
192.5,110.0
185.0,105.0
245.0,165.0
215.46,149.69
210.92,138.35
112.5,52.5
140.0,57.5
297.5,152.5
82.5,57.5
113.4,54.43
226.8,140.61
113.4,79.38
200.0,150.0
181.44,124.74
274.42,176.9
110.0,90.0
237.5,197.5
277.5,162.5
201.85,111.13
167.5,122.5
90.5,40.0
154.22,92.99
240.0,135.0
215.46,156.49
187.5,115.0
110.0,52.5
295.0,237.5
199.58,95.25
132.5,82.5
205.0,125.0
156.49,113.4
176.9,106.59
122.5,62.5
150.0,112.5
105.0,72.5
232.5,160.0
75.0,40.0
190.0,150.0
252.5,187.5
177.5,92.5
158.76,83.91
177.5,75.0
226.8,158.76
277.5,187.5
192.5,142.5
157.5,77.5
165.0,115.0
158.76,133.81
242.5,167.5
340.0,232.5
90.72,56.7
199.58,90.72
235.0,142.5
235.0,185.0
185.97,95.25
227.5,162.5
135.0,90.0
245.0,150.0
227.5,152.5
270.0,192.5
245.0,147.5
252.5,125.0
140.61,102.06
70.0,160.0
87.5,65.0
85.0,47.5
160.0,87.5
115.0,62.5
195.0,125.0
100.0,62.5
124.74,70.31
145.15,81.65
306.17,136.08
107.5,57.5
202.5,140.0
197.31,117.93
210.0,135.0
195.04,104.33
182.5,117.5
200.0,110.0
204.12,115.67
140.0,97.5
208.65,142.88
170.1,72.57
112.5,85.0
87.5,62.5
92.5,57.5
122.47,70.31
50.0,30.0
215.0,145.0
210.0,125.0
205.0,140.0
260.0,182.5
150.0,77.5
195.04,108.86
213.19,104.33
242.5,147.5
180.0,105.0
272.5,122.5
397.5,255.0
210.0,140.0
136.08,92.99
85.0,42.5
175.0,165.0
