BestSquatKg,BestDeadliftKg
165.56,188.24
200.0,215.0
147.5,160.0
95.0,110.0
235.87,213.19
147.5,170.0
230.0,262.5
192.5,257.5
190.0,190.0
55.0,65.0
262.5,275.0
165.0,235.0
182.5,192.5
158.76,156.49
290.3,238.14
275.0,250.0
157.5,170.0
106.59,74.84
185.0,215.0
88.45,106.59
200.0,217.5
163.29,167.83
102.06,131.54
235.87,217.72
136.08,136.08
250.0,185.0
249.48,206.38
124.7,149.7
205.0,275.0
127.5,152.5
202.5,265.0
180.0,260.0
90.0,125.0
195.0,230.0
190.0,200.0
242.5,270.0
210.0,227.5
199.58,217.72
150.0,155.0
151.95,170.1
185.0,217.5
140.0,190.0
262.5,250.0
237.5,272.5
288.03,297.1
174.63,199.58
183.7,165.56
219.99,183.7
385.55,306.17
183.7,174.63
249.48,238.14
136.08,136.08
277.5,290.0
192.5,215.0
190.0,255.0
151.95,142.88
300.0,272.5
136.08,158.76
242.5,245.0
185.97,260.82
52.5,125.0
125.0,140.0
90.72,111.13
250.0,300.0
160.0,210.0
142.5,162.5
227.5,260.0
120.0,165.0
226.8,249.48
190.0,170.0
80.0,102.5
294.84,294.84
175.0,247.5
192.5,227.5
104.33,111.13
165.56,172.37
167.5,205.0
180.0,195.0
112.5,180.0
232.5,250.0
199.58,242.67
80.0,92.5
195.0,245.0
215.0,307.5
204.12,199.58
272.5,300.0
158.76,165.56
75.0,90.0
113.4,120.2
215.0,240.0
140.0,190.0
162.5,182.5
227.5,272.5
176.9,233.6
306.17,306.17
192.5,227.5
217.5,227.5
113.4,138.35
183.7,195.04
183.7,183.7
256.28,265.35
220.0,260.0
95.0,107.5
95.0,105.0
274.42,265.35
120.0,150.0
157.5,210.0
365.0,302.5
227.5,260.0
212.5,227.5
215.0,215.0
154.22,172.37
65.0,82.5
317.51,249.48
185.0,225.0
183.7,213.19
244.94,294.84
105.0,140.0
87.5,125.0
181.44,133.81
235.0,252.5
215.0,235.0
110.0,120.0
319.78,278.96
235.0,255.0
108.86,147.42
70.0,95.0
136.08,172.37
142.5,155.0
105.0,130.0
62.5,92.5
129.3,167.8
220.0,260.0
250.0,250.0
206.38,181.44
207.5,247.5
185.0,207.5
136.08,154.22
102.5,105.0
165.56,183.7
111.13,147.42
303.91,272.16
250.0,260.0
157.5,140.0
205.0,265.0
200.0,212.5
254.01,258.55
165.0,165.0
195.0,207.5
149.69,163.29
240.0,278.0
47.5,77.5
97.52,117.93
162.5,215.0
87.5,117.5
260.0,255.0
177.5,162.5
197.5,200.0
142.5,202.5
250.0,270.0
247.5,252.5
95.0,150.0
205.0,240.0
122.47,140.61
205.0,285.0
260.5,245.0
237.5,217.5
242.5,260.0
124.74,131.54
86.18,108.86
202.5,245.0
160.0,177.5
120.0,120.0
155.0,187.0
252.5,265.0
100.0,125.0
102.5,117.5
231.33,224.53
242.5,272.5
110.0,145.0
182.5,235.0
125.0,145.0
310.0,260.0
115.0,137.5
272.5,240.0
106.59,108.86
100.0,100.0
255.0,295.0
136.08,188.24
117.5,155.0
235.0,277.5
135.0,147.5
107.5,117.5
85.0,127.5
145.15,158.76
235.0,280.0
182.5,195.0
215.0,255.0
242.4,262.4
105.0,130.0
197.5,237.5
125.0,175.0
102.5,132.5
227.5,272.5
125.0,125.0
240.0,217.5
192.5,177.5
175.0,227.5
215.0,250.0
150.0,207.5
192.78,235.87
149.69,158.76
187.5,222.5
215.46,276.69
102.5,162.5
165.56,154.22
255.0,237.5
160.0,175.0
157.5,217.5
245.0,242.5
250.0,265.0
300.0,310.0
210.0,245.0
136.08,192.78
130.0,167.5
208.65,217.72
295.0,312.5
272.16,274.42
172.5,195.0
182.5,185.0
217.5,245.0
292.5,272.5
170.0,237.5
232.5,182.5
182.5,210.0
180.0,200.0
107.5,112.5
115.0,137.5
331.12,319.78
175.0,177.5
180.0,220.0
245.0,287.5
215.0,205.0
283.5,331.12
330.0,262.5
133.81,149.69
226.8,226.8
158.76,170.1
262.5,260.0
100.0,125.0
174.63,185.97
285.0,265.0
130.0,152.5
132.5,155.0
220.0,230.0
215.0,262.5
167.5,197.5
217.72,235.87
55.0,97.5
125.0,190.0
187.5,205.0
120.0,155.0
151.95,154.22
238.14,238.14
115.67,129.27
226.8,283.5
195.0,230.0
163.29,181.44
74.84,90.72
242.67,283.5
172.5,182.5
240.0,262.5
55.0,90.0
132.5,180.0
272.5,290.0
430.91,351.53
322.5,237.5
161.03,233.6
190.0,190.0
50.0,82.5
138.35,167.83
230.0,260.0
297.1,263.08
142.5,180.0
179.17,247.21
150.0,115.0
235.87,210.92
145.0,150.0
172.5,237.5
152.5,185.0
180.0,200.0
113.4,149.69
182.5,217.5
226.8,204.12
100.0,92.5
150.0,150.0
215.5,258.6
115.67,170.1
150.0,227.5
195.0,200.0
205.0,215.0
97.5,130.0
235.0,235.0
242.5,210.0
124.74,120.2
187.5,195.0
227.5,252.5
260.82,199.58
187.5,220.0
240.0,210.0
110.0,135.0
167.5,217.5
120.0,145.0
127.0,124.7
188.24,176.9
292.57,265.35
231.33,172.37
127.01,136.08
132.5,142.5
120.0,160.0
192.5,215.0
231.33,204.12
210.0,260.0
163.29,190.51
210.0,250.0
210.92,219.99
250.0,235.0
125.0,140.0
167.5,217.5
238.14,240.4
325.0,285.0
181.44,219.99
179.17,219.99
145.0,230.0
230.0,287.5
192.5,250.0
82.5,105.0
235.0,282.5
210.0,240.0
187.5,187.5
200.0,227.5
175.0,195.0
130.0,185.0
158.76,136.08
208.65,254.01
237.5,257.5
105.0,135.0
175.0,205.0
155.0,102.5
150.0,190.0
160.0,155.0
215.0,200.0
104.33,104.33
258.55,235.87
181.44,165.56
145.0,200.0
202.5,240.0
260.0,257.5
172.5,218.0
190.51,195.04
160.0,165.0
95.25,97.52
112.5,147.5
165.0,180.0
157.5,202.5
152.5,200.0
142.88,170.1
86.18,90.72
152.5,212.5
137.5,160.0
130.0,160.0
125.0,172.5
142.5,190.0
67.5,102.5
185.97,172.37
215.0,275.0
142.88,170.1
176.9,192.78
131.54,140.61
175.0,185.0
97.52,108.86
200.0,230.0
240.0,265.0
82.5,100.0
145.0,145.0
430.91,317.51
125.0,140.0
222.5,247.5
230.0,240.0
190.0,275.0
117.93,142.88
183.7,165.56
303.91,240.4
167.83,163.29
240.0,215.0
125.0,147.5
280.0,185.0
267.5,272.5
200.0,220.0
210.92,163.29
200.0,292.5
155.0,170.0
122.5,167.5
265.35,251.74
133.81,142.88
176.9,167.83
220.0,247.5
110.0,190.0
175.0,180.0
177.5,200.0
185.0,242.5
387.5,327.5
183.7,195.04
140.61,149.69
280.0,280.0
105.0,155.0
165.0,187.5
200.0,222.5
185.0,215.0
372.5,325.0
210.0,190.0
210.0,192.5
212.5,255.0
202.5,275.0
57.5,82.5
137.5,152.5
238.14,238.14
182.5,200.0
192.78,233.6
222.26,190.51
115.0,137.5
102.5,160.0
250.0,250.0
65.0,110.0
82.5,112.5
115.0,130.0
242.5,292.5
155.0,185.0
320.0,337.5
182.5,222.5
235.0,232.5
115.0,147.5
167.5,185.0
156.49,183.7
72.5,85.0
229.06,238.14
220.0,215.0
190.0,277.5
97.5,145.0
92.99,136.08
250.0,300.0
142.88,151.95
235.0,215.0
250.0,265.0
152.5,160.0
295.0,275.0
185.0,242.5
175.0,132.5
125.0,142.5
292.57,263.08
165.0,210.0
142.88,183.7
255.0,255.0
210.0,242.5
250.0,250.0
77.5,85.0
131.54,142.88
136.08,142.88
201.85,219.99
205.0,252.5
156.49,199.58
80.0,102.5
125.0,175.0
225.0,275.0
197.31,204.12
162.5,220.0
272.16,224.53
245.0,230.0
192.5,202.5
245.0,240.0
129.27,154.22
140.0,167.5
192.5,197.5
131.5,186.0
225.0,240.0
235.87,235.87
138.35,192.78
183.7,199.58
127.5,152.5
192.5,195.0
117.5,115.0
140.0,157.5
87.5,120.0
145.0,160.0
204.12,192.78
275.0,282.5
277.5,295.0
70.0,95.0
140.61,129.27
112.5,142.5
190.0,202.5
152.5,192.5
210.0,240.0
207.5,250.0
195.0,227.5
260.0,260.0
127.5,142.5
124.74,149.69
85.0,145.0
145.0,190.0
165.56,213.19
147.5,160.0
167.5,182.5
70.0,95.0
155.0,165.0
131.54,149.69
192.78,185.97
240.0,250.0
179.17,192.78
140.0,200.0
232.5,240.0
210.92,210.92
230.0,235.0
120.0,105.0
112.5,172.5
215.0,230.0
185.0,227.5
97.52,127.01
155.0,157.5
217.5,285.5
310.0,310.0
102.5,145.0
117.93,136.08
110.0,122.5
262.5,70.0
170.0,187.5
380.0,355.0
204.12,181.44
88.45,120.2
140.0,180.0
308.44,226.8
162.5,167.5
170.0,110.0
272.5,310.0
230.0,227.5
120.0,140.0
95.25,117.93
195.04,190.51
75.0,120.0
60.0,87.5
206.38,210.92
110.0,132.5
250.0,227.5
150.0,170.0
183.7,170.1
197.5,272.5
108.86,151.95
115.0,110.0
317.5,237.5
107.5,137.5
292.5,257.5
292.5,297.5
206.38,208.65
120.2,136.08
145.0,182.5
117.93,131.54
181.44,167.83
70.0,92.5
177.5,232.5
226.8,181.44
170.1,183.7
145.0,182.5
270.0,285.0
162.5,205.0
210.0,245.0
247.5,265.0
112.5,130.0
112.5,137.5
113.4,140.61
110.0,142.5
130.0,170.0
172.5,210.0
275.0,307.5
147.42,165.56
275.0,265.0
225.0,275.0
145.0,152.5
250.0,230.0
305.0,315.0
65.0,95.0
170.0,185.0
167.5,187.5
182.5,210.0
147.42,156.49
200.0,220.0
215.0,262.5
158.76,165.56
192.5,235.0
75.0,92.5
181.44,161.03
255.0,237.5
129.27,136.08
155.0,200.0
195.04,258.55
175.0,197.5
150.0,172.5
156.49,154.22
110.0,130.0
200.0,235.0
161.03,163.29
140.61,165.56
240.0,237.5
226.8,242.67
200.0,227.5
175.0,190.0
237.5,257.5
117.5,167.5
295.0,337.5
180.0,215.0
215.0,240.0
200.0,262.5
175.0,225.0
115.0,147.5
204.12,226.8
238.14,254.01
70.0,100.0
25.0,75.0
240.0,272.5
132.5,182.5
245.0,262.5
210.0,250.0
320.0,305.0
249.48,213.19
152.5,180.0
155.0,177.5
256.28,249.48
174.6,220.0
112.5,160.0
173.0,202.5
220.0,260.0
102.5,135.0
113.4,124.74
207.5,240.0
158.76,161.03
227.5,232.5
205.0,235.0
90.0,107.5
85.0,120.0
183.7,151.95
206.38,176.9
135.0,230.0
122.47,140.61
150.0,172.5
120.2,163.29
277.5,300.0
152.5,183.0
149.69,151.95
205.0,242.5
185.0,200.0
240.0,230.0
82.5,110.0
177.5,197.5
154.22,158.76
150.0,200.0
233.6,267.6
207.5,250.0
210.0,240.0
170.0,197.5
200.0,235.0
120.2,133.81
129.27,131.54
95.0,110.0
152.5,170.0
140.0,137.5
172.5,210.0
177.5,197.5
92.5,125.0
90.72,117.93
177.5,222.5
135.0,182.5
242.5,265.0
205.0,242.5
265.0,272.5
205.0,235.0
257.5,237.5
205.0,250.0
235.0,255.0
158.76,174.63
258.55,249.48
160.0,190.0
90.0,110.0
212.5,255.0
177.5,235.0
151.95,154.22
80.0,125.0
102.5,102.5
200.0,202.5
127.5,155.0
325.0,295.0
232.5,265.0
142.88,172.37
147.5,190.0
317.51,226.8
170.0,215.0
242.5,247.5
324.32,281.23
177.5,205.0
190.0,230.0
226.8,240.4
263.08,222.26
124.74,136.08
172.37,163.29
167.8,181.4
87.5,122.5
187.5,222.5
182.5,225.0
200.0,250.0
247.21,265.35
58.97,79.38
162.5,200.0
170.0,220.0
277.5,315.0
217.5,230.0
272.5,272.5
262.5,290.0
464.93,358.34
137.5,157.5
142.5,185.0
235.0,237.5
238.14,192.78
208.65,215.46
212.5,240.0
217.5,242.5
150.0,185.0
125.0,167.5
232.5,237.5
272.5,275.0
285.0,300.0
215.0,260.0
149.7,129.3
282.5,235.0
190.0,217.5
330.0,250.0
105.0,120.0
120.0,157.5
145.15,154.22
285.0,287.5
207.5,225.0
145.0,155.0
115.0,160.0
195.0,212.5
181.44,163.29
90.0,122.5
240.4,267.62
82.5,105.0
240.0,240.0
177.5,167.5
226.8,185.97
113.4,154.2
197.31,219.99
192.5,227.5
224.5,222.3
197.5,272.5
217.5,230.0
92.5,127.5
195.0,212.5
67.5,105.0
320.0,340.0
160.0,225.0
133.81,133.81
200.0,220.0
187.5,227.5
172.5,175.0
278.96,254.01
57.5,82.5
142.88,165.56
130.0,145.0
150.0,170.0
149.69,158.76
132.5,130.0
205.0,255.0
249.48,310.71
220.0,225.0
377.5,285.0
100.0,137.5
147.5,182.5
170.1,183.7
180.0,215.0
270.0,305.0
260.82,249.48
122.5,147.5
85.0,140.0
80.0,107.5
210.0,240.0
13.6,18.1
205.0,260.0
92.5,125.0
347.0,344.73
190.5,240.4
200.0,217.5
327.5,287.0
115.0,125.0
154.22,154.22
170.1,170.1
195.0,210.0
90.72,102.06
163.29,199.58
192.5,200.0
310.0,250.0
185.0,227.5
215.46,251.74
150.0,180.0
295.0,272.5
343.0,312.5
179.17,154.22
135.0,170.0
120.0,150.0
102.5,132.5
188.24,258.55
185.0,202.5
207.5,235.0
120.0,140.0
212.5,245.0
80.0,125.0
325.0,292.5
147.42,147.42
215.46,215.46
265.0,307.5
107.5,112.5
215.46,226.8
302.5,292.5
155.0,190.0
180.0,225.0
204.12,197.31
112.5,142.5
147.5,155.0
147.5,160.0
192.78,190.51
285.0,335.0
132.5,145.0
200.0,200.0
100.0,120.0
192.5,200.0
142.5,190.0
170.1,158.76
174.63,151.95
147.5,157.5
182.5,227.5
105.0,127.5
90.72,99.79
158.76,188.24
100.0,120.0
205.0,230.0
190.51,176.9
100.0,107.5
137.5,167.5
182.5,257.5
97.5,137.5
165.56,188.24
87.5,125.0
249.48,272.16
175.0,215.0
92.99,102.06
135.0,160.0
160.0,190.0
195.0,124.7
170.0,180.0
125.0,120.0
97.5,137.5
162.5,202.5
154.22,151.95
305.0,312.5
107.5,137.5
100.0,115.0
105.0,135.0
125.0,137.5
180.0,185.0
262.5,310.0
145.15,149.69
140.0,140.0
190.0,220.0
331.12,274.42
240.0,235.0
210.92,238.14
300.0,300.0
90.0,105.0
182.5,202.5
145.15,215.46
172.5,220.0
150.0,182.5
130.0,115.0
185.0,197.5
254.01,278.96
85.0,100.0
192.5,227.5
185.0,232.5
105.0,135.0
185.0,225.0
140.0,167.5
294.84,285.76
344.73,238.14
180.0,200.0
250.0,242.5
122.5,145.0
175.0,207.5
137.5,172.5
176.9,217.72
160.0,170.0
240.0,265.0
130.0,115.0
145.0,160.0
90.0,105.0
255.0,235.0
200.0,230.0
235.0,227.5
120.2,120.2
136.08,231.33
245.0,240.0
188.24,213.19
233.6,204.12
240.0,265.0
77.5,110.0
110.0,120.0
207.5,227.5
197.5,245.0
75.0,110.0
265.0,250.0
202.5,262.5
230.0,225.0
92.5,115.0
274.42,285.76
276.69,208.65
120.2,129.27
155.0,140.0
142.5,160.0
142.5,155.0
227.5,260.0
172.5,215.0
115.0,137.5
92.5,102.5
233.6,215.46
232.5,272.5
167.83,176.9
200.0,230.0
202.5,230.0
185.0,247.5
102.06,195.04
197.5,230.0
265.0,250.0
152.5,190.0
110.0,167.5
61.2,106.6
182.5,175.0
222.26,172.37
247.5,60.0
160.0,217.5
235.0,275.0
212.5,252.5
132.5,157.5
92.5,130.0
140.0,175.0
85.0,102.5
255.0,290.0
157.5,182.5
120.0,140.0
265.0,280.0
199.58,195.04
170.1,179.2
170.0,207.5
187.5,222.5
152.5,182.5
156.49,204.12
97.52,131.54
287.5,230.0
120.0,160.0
124.74,142.88
255.0,265.0
172.37,170.1
106.6,131.5
155.0,220.0
82.5,107.5
240.4,213.19
235.5,192.5
62.5,127.5
102.06,111.13
210.92,226.8
130.0,180.0
217.72,210.92
85.0,100.0
100.0,150.0
180.0,205.0
136.1,145.2
138.0,172.5
140.0,135.0
182.5,247.5
262.5,250.0
102.5,112.5
75.0,85.0
225.0,235.0
280.0,282.5
175.0,212.5
210.0,250.0
172.5,200.0
172.37,210.92
204.12,229.06
249.93,249.93
230.0,200.0
37.5,67.5
62.5,102.5
127.5,170.0
156.49,170.1
197.31,204.12
165.0,180.0
175.0,230.0
115.0,125.0
70.31,108.86
147.5,200.0
140.0,167.5
242.67,240.4
175.0,215.0
80.0,110.0
95.0,97.5
242.5,222.5
161.03,161.03
225.0,205.0
110.0,132.5
157.5,215.0
212.5,245.0
97.5,122.5
150.0,170.0
280.0,330.0
342.5,277.5
190.0,215.0
226.8,249.48
131.54,122.47
250.0,237.5
117.93,136.08
187.5,235.0
190.0,272.5
110.0,152.5
105.0,130.0
70.0,115.0
100.0,120.0
138.35,136.08
179.17,181.44
112.5,162.5
145.15,165.56
102.5,120.0
288.03,283.5
282.5,325.0
95.0,112.5
124.74,136.08
240.0,272.5
230.0,242.5
100.0,95.0
150.0,190.0
124.74,124.74
385.0,272.5
220.0,200.0
249.48,306.17
83.91,104.33
160.0,162.5
170.1,197.31
200.0,205.0
235.0,282.5
163.29,181.44
167.83,185.97
125.0,135.0
142.5,200.0
125.0,165.0
217.72,272.16
150.0,195.0
300.0,290.0
165.0,242.5
90.72,136.08
120.0,125.0
215.0,215.0
167.83,142.88
396.89,317.51
190.51,170.1
102.5,112.5
220.0,245.0
242.5,247.5
265.0,295.0
72.5,97.5
165.0,210.0
172.5,192.5
240.0,270.0
155.0,162.5
92.5,92.5
75.0,108.0
65.0,87.5
180.0,250.0
155.0,170.0
117.93,133.81
232.5,260.0
167.5,195.0
90.0,117.5
257.5,292.5
190.51,174.63
165.56,170.1
90.0,130.0
192.78,195.04
238.14,272.16
180.0,250.0
154.22,174.63
185.0,227.5
270.0,260.0
210.0,100.0
136.08,142.88
142.5,135.0
142.88,163.29
260.0,310.0
215.0,215.0
260.0,282.5
215.0,225.0
187.5,207.5
132.5,147.5
190.0,205.0
212.5,250.0
185.0,235.0
183.7,183.7
110.0,137.5
238.14,192.78
220.0,257.5
217.5,215.0
95.0,125.0
145.15,149.69
97.5,122.5
230.0,267.5
170.0,237.5
200.0,270.0
132.5,172.5
142.88,183.7
85.0,90.0
160.0,200.0
151.95,161.03
306.17,335.66
204.12,231.33
192.5,205.0
113.4,97.52
224.53,213.19
120.0,145.0
187.5,182.5
190.51,179.17
242.5,265.0
267.62,204.12
105.0,130.0
112.5,167.5
210.0,245.0
140.0,130.0
125.0,180.0
185.0,190.0
185.0,175.0
250.0,255.0
70.0,90.0
120.0,170.0
102.5,130.0
129.27,133.81
83.91,102.06
145.0,145.0
142.88,151.95
113.4,136.08
285.0,285.0
236.5,247.5
280.0,237.5
263.0,260.0
235.0,267.5
230.0,245.0
97.5,130.0
260.82,192.78
215.46,244.94
106.59,140.61
285.0,285.0
162.5,215.0
145.0,210.0
155.0,202.5
249.48,278.96
183.7,199.58
300.0,310.0
125.0,140.0
227.5,275.0
183.7,226.8
100.0,115.0
102.06,136.08
162.5,227.5
277.5,305.0
230.0,225.0
195.0,215.0
136.08,140.61
235.0,250.0
174.63,233.6
86.18,106.59
87.5,120.0
110.0,135.0
240.0,205.0
142.88,163.29
115.0,150.0
182.5,220.0
158.76,158.76
115.0,160.0
125.0,162.5
215.0,227.5
151.95,147.42
210.0,225.0
277.5,217.5
185.0,230.0
190.0,205.0
90.72,136.08
92.5,110.0
85.0,120.0
226.8,267.62
240.0,260.0
82.5,102.5
95.0,120.0
252.5,282.5
107.5,140.0
142.88,154.22
156.49,167.83
250.0,227.5
112.5,140.0
150.0,155.0
322.5,325.0
162.5,155.0
112.5,115.0
175.0,187.5
106.59,124.74
210.92,290.3
142.9,176.9
381.02,278.96
195.0,210.0
210.0,235.0
213.19,210.92
162.5,175.0
200.0,182.5
238.14,204.12
222.26,181.44
158.76,156.49
208.65,217.72
165.0,200.0
163.29,163.29
226.8,215.46
220.0,212.5
355.0,297.5
240.4,242.67
32.5,50.0
205.0,242.5
61.2,95.3
185.0,222.5
242.5,270.0
167.5,215.0
292.5,312.5
77.5,90.0
210.92,258.55
275.0,240.0
