BestSquatKg,BestDeadliftKg
137.5,132.5
245.0,255.0
240.4,240.4
360.0,300.0
97.5,110.0
195.0,225.0
192.78,204.12
205.0,205.0
400.0,315.0
92.5,125.0
200.0,235.0
97.5,147.5
117.5,140.0
215.0,260.5
97.52,136.08
97.5,115.0
172.5,180.0
300.0,297.5
235.0,250.0
150.0,195.0
122.5,137.5
162.5,197.5
142.88,154.22
72.5,92.5
337.5,320.0
185.0,172.5
170.1,181.44
190.51,154.22
162.5,235.0
255.0,282.5
245.0,260.0
75.0,115.0
245.0,300.0
65.0,107.5
120.0,132.5
45.0,57.5
92.5,112.5
137.5,155.0
155.0,182.5
100.0,120.0
149.69,170.1
195.0,250.0
160.0,65.0
165.56,158.76
130.0,182.5
208.0,227.5
310.0,310.0
219.99,244.94
149.69,140.61
129.27,151.95
276.69,226.8
215.0,210.0
285.0,260.0
272.16,254.01
275.0,322.5
195.0,232.5
230.0,257.5
257.5,265.0
210.0,215.0
185.0,222.5
175.0,175.0
215.0,225.0
183.7,165.56
105.0,117.5
130.0,130.0
260.0,240.0
240.0,280.0
205.0,237.5
105.0,115.0
300.0,290.0
292.57,290.3
267.5,265.0
135.0,130.0
95.0,112.5
129.27,161.03
117.5,145.0
147.5,197.5
47.5,92.5
185.0,230.0
165.56,208.65
97.5,135.0
165.0,190.0
310.71,288.03
108.9,99.8
136.08,129.27
92.5,117.5
181.44,167.83
204.12,208.65
105.0,140.0
240.0,245.0
245.0,247.5
240.0,270.0
154.22,183.7
177.5,220.0
142.88,176.9
130.0,150.0
192.78,170.1
285.0,302.5
70.0,87.5
226.8,251.74
112.5,142.5
70.0,115.0
165.0,182.5
140.61,154.22
192.5,202.5
230.0,227.5
135.0,130.0
256.28,219.99
112.5,145.0
110.0,145.0
192.5,210.0
192.5,220.0
133.81,117.93
106.59,113.4
105.0,137.5
137.5,160.0
97.52,122.47
165.0,185.0
217.72,233.6
195.0,220.0
150.0,175.0
150.0,187.5
180.0,195.0
120.0,120.0
136.08,161.03
60.0,87.5
242.5,250.0
149.69,158.76
65.0,90.0
105.0,117.5
97.5,120.0
125.0,167.5
97.5,140.0
240.0,277.5
235.0,237.5
102.5,145.0
110.0,150.0
102.5,135.0
192.5,205.0
147.4,199.6
215.0,247.5
367.41,260.82
215.46,247.21
255.0,282.5
204.12,210.92
242.5,240.0
317.51,272.16
154.22,167.83
192.5,222.5
222.26,204.12
328.85,328.85
147.42,124.74
229.1,251.7
215.0,235.0
108.86,142.88
147.5,210.0
192.78,183.7
160.0,185.0
102.06,120.2
95.0,115.0
149.69,167.83
165.56,181.44
102.06,129.27
280.0,275.0
137.5,142.5
65.77,95.25
183.7,151.95
170.1,197.31
81.65,97.52
220.0,225.0
175.0,227.5
142.88,147.42
220.0,230.0
249.48,249.48
97.5,142.5
162.5,210.0
230.0,195.0
175.0,275.0
111.13,131.54
115.0,142.5
180.0,227.5
117.93,161.03
195.0,200.0
185.97,208.65
205.0,240.0
192.5,205.0
260.0,240.0
287.5,237.5
215.0,250.0
106.59,126.55
212.5,220.0
176.9,174.63
247.5,227.5
127.5,165.0
230.0,272.5
210.0,250.0
172.5,197.5
347.5,265.0
154.22,181.44
95.25,142.88
315.0,325.0
244.94,290.3
147.42,181.44
180.0,200.0
149.69,170.1
240.0,275.0
250.0,300.0
227.5,227.5
170.1,183.7
210.0,235.0
385.0,320.0
105.0,140.0
231.33,213.19
410.5,281.23
217.5,225.0
245.0,260.0
97.5,120.0
97.5,147.5
97.5,142.5
190.0,225.0
142.88,142.88
402.5,350.0
227.5,237.5
115.0,140.0
136.08,165.56
235.0,210.0
175.0,225.0
182.5,227.5
162.5,177.5
205.0,205.0
190.51,181.44
172.5,220.0
167.5,207.5
67.5,87.5
80.0,115.0
185.97,176.9
195.0,242.5
147.5,145.0
281.23,288.03
175.0,205.0
175.0,205.0
135.0,197.5
125.0,237.5
145.15,158.76
170.1,192.78
197.31,192.78
250.0,272.5
180.0,205.0
161.03,149.69
165.56,176.9
80.0,85.0
227.5,200.0
230.0,250.0
183.7,176.9
112.5,127.5
120.0,175.0
185.97,222.26
142.88,174.63
170.0,252.5
250.0,240.0
390.0,345.0
240.0,322.5
287.5,295.0
294.84,247.21
249.93,249.93
165.0,217.5
175.0,205.0
125.0,160.0
205.0,222.5
185.0,222.5
215.0,227.5
165.0,205.0
204.12,215.46
290.0,220.0
310.0,275.0
81.65,113.4
249.48,251.74
230.0,235.0
222.5,252.5
192.5,227.5
232.5,227.5
249.48,297.1
197.5,210.0
117.5,147.5
227.5,207.5
120.0,165.0
204.12,183.7
262.5,250.0
108.86,113.4
183.7,179.17
120.0,130.0
110.0,150.0
215.0,245.0
210.0,212.5
222.5,255.0
250.0,250.0
177.5,245.0
188.24,195.04
192.5,230.0
180.0,217.5
225.0,205.0
67.5,85.0
172.37,233.6
165.0,160.0
142.5,125.0
220.0,235.0
136.08,158.76
117.5,142.5
212.5,222.5
65.0,90.0
185.97,185.97
210.0,230.0
140.0,155.0
210.0,235.0
307.5,290.0
174.63,206.38
247.5,255.0
175.0,187.5
122.47,158.76
285.0,295.0
260.0,272.5
158.76,158.76
70.31,97.52
138.35,136.08
272.16,260.82
183.7,190.51
215.46,249.48
230.0,230.0
100.0,110.0
65.0,110.0
127.01,124.74
224.53,181.44
112.5,152.5
187.5,180.0
208.65,192.78
136.08,181.44
290.3,278.96
163.29,131.54
200.0,235.0
195.0,210.0
151.95,181.44
142.5,137.5
237.5,302.5
150.0,195.0
210.0,230.0
210.0,192.5
225.0,230.0
231.33,274.42
75.0,105.0
247.5,317.5
185.0,185.0
213.2,231.3
233.6,258.55
120.0,135.0
190.0,220.0
220.0,225.0
85.0,100.0
70.31,92.99
145.0,130.0
80.0,115.0
165.56,154.22
180.0,187.5
227.5,250.0
167.5,205.0
160.0,200.0
222.26,238.14
110.0,137.5
172.5,167.5
158.76,170.1
118.0,163.0
190.0,257.5
190.51,192.78
190.0,220.0
127.5,142.5
60.0,100.0
180.0,215.0
90.0,115.0
205.0,272.5
204.12,231.33
262.5,285.0
110.0,150.0
217.5,217.5
80.0,100.0
192.78,174.63
127.5,142.5
182.5,182.5
125.0,190.0
210.92,204.12
97.5,132.5
192.78,210.92
104.33,122.47
185.0,257.5
172.5,242.5
220.0,247.5
165.0,185.0
113.4,113.4
150.0,190.0
215.46,208.65
245.0,250.0
231.33,249.48
174.63,188.24
85.0,115.0
125.0,162.5
170.1,185.97
205.0,217.5
294.84,249.48
256.28,224.53
140.0,180.0
122.5,127.5
61.23,106.59
145.0,165.0
220.0,202.5
210.0,230.0
67.5,97.5
245.0,265.0
82.5,110.0
140.0,170.0
232.5,250.0
113.4,174.63
237.5,220.0
205.0,265.0
147.42,165.56
142.5,197.5
195.04,263.08
142.88,199.58
102.5,120.0
185.0,215.0
270.0,225.0
177.5,232.5
152.5,140.0
238.14,281.23
110.0,140.0
136.08,217.72
179.17,179.17
190.51,172.37
97.5,122.5
175.0,165.0
85.0,107.5
195.0,210.0
120.0,147.5
220.0,177.5
130.0,142.5
170.0,190.0
208.65,188.24
185.0,242.5
108.86,120.2
102.06,113.4
260.0,240.0
292.5,295.0
270.0,240.0
265.0,282.5
195.0,190.0
192.5,230.0
145.0,135.0
120.2,147.42
151.95,163.29
240.4,249.48
275.0,250.0
97.5,117.5
172.5,215.0
62.5,67.5
192.5,200.0
170.0,212.5
188.24,188.24
133.81,136.08
385.0,250.0
190.51,183.7
115.0,142.5
255.0,290.0
95.0,120.0
181.44,217.72
47.5,85.0
125.0,170.0
225.0,265.0
155.0,210.0
197.5,200.0
185.0,185.0
97.5,130.0
102.5,115.0
75.0,105.0
92.5,115.0
238.14,288.03
110.0,115.0
160.0,170.0
117.5,127.5
247.5,227.5
82.5,125.0
182.5,265.0
160.0,210.0
162.5,187.5
185.0,215.0
205.0,210.0
154.22,183.7
187.5,247.5
182.5,205.0
195.0,180.0
258.55,226.8
160.0,250.0
192.5,225.0
81.7,104.3
327.5,275.0
202.5,230.0
124.74,156.49
202.5,240.0
165.56,142.88
172.37,147.42
110.0,130.0
79.38,102.06
83.91,113.4
140.0,175.0
172.5,205.0
215.0,237.5
265.35,233.6
242.5,210.0
165.56,181.44
120.0,152.5
135.0,177.5
136.08,172.37
142.9,174.6
272.5,280.0
110.0,120.0
97.5,130.0
155.0,165.0
180.0,217.5
127.5,152.5
185.0,227.5
190.51,185.97
85.0,110.0
275.0,342.5
230.0,272.5
125.0,145.0
147.5,150.0
180.0,207.5
127.01,102.06
195.0,200.0
242.5,290.0
150.14,217.27
110.0,145.0
220.0,215.0
195.0,232.5
367.5,342.5
117.9,124.7
137.5,162.5
192.78,219.99
317.51,267.62
240.0,205.0
120.0,155.0
132.5,150.0
45.0,72.5
204.12,204.12
260.82,292.57
187.5,210.0
100.0,110.0
107.5,140.0
250.0,275.0
272.5,292.5
192.78,147.42
135.0,165.0
207.5,227.5
120.0,145.0
110.0,155.0
115.7,129.3
252.5,310.0
175.0,260.0
183.7,176.9
72.5,92.5
190.51,190.51
197.31,213.19
227.5,257.5
205.0,212.5
132.5,162.5
181.44,195.04
206.38,192.78
160.0,220.0
172.5,232.5
227.5,255.0
190.0,220.0
129.27,149.69
215.0,227.5
135.0,185.0
90.0,110.0
57.5,87.5
142.88,172.37
165.56,197.31
137.5,170.0
408.23,299.37
305.0,320.0
275.0,307.49
203.0,238.0
206.38,213.19
88.5,156.5
190.0,185.0
155.0,155.0
81.65,99.79
120.0,145.0
235.0,240.0
147.5,172.5
275.0,280.0
175.0,225.0
251.74,281.23
167.5,182.5
187.5,227.5
182.5,215.0
219.99,192.78
95.0,140.0
85.0,90.0
235.0,262.5
127.5,155.0
210.0,250.0
107.5,125.0
205.0,260.0
102.5,155.0
175.0,200.0
204.12,199.58
160.0,207.5
152.5,182.5
107.5,152.5
97.52,104.33
100.0,112.5
217.5,260.0
132.5,132.5
75.0,100.0
250.0,290.0
102.06,127.01
207.5,262.5
197.5,265.0
122.47,147.42
165.56,217.72
190.0,207.5
233.6,283.5
187.5,265.0
260.82,235.87
147.5,165.0
205.0,230.0
192.5,227.5
167.83,172.37
160.0,170.0
155.0,162.5
138.35,165.56
192.5,212.5
183.7,192.78
115.0,170.0
92.5,122.5
176.9,197.31
215.0,252.5
244.94,258.55
185.0,230.0
272.5,282.5
197.5,260.0
290.0,257.5
82.5,135.0
183.7,179.17
57.5,92.5
222.5,227.5
80.0,110.0
254.01,229.06
199.58,204.12
80.0,120.0
240.0,250.0
107.5,150.0
205.0,255.0
181.44,190.51
92.5,112.5
102.5,132.5
352.5,357.5
265.35,235.87
110.0,155.0
200.0,235.0
154.22,156.49
131.54,165.56
227.5,245.0
92.99,102.06
142.88,156.49
102.5,147.5
83.91,102.06
177.5,182.5
176.9,197.31
172.37,161.03
184.61,229.97
155.0,127.5
130.0,147.5
172.37,185.97
195.0,250.0
245.0,272.5
161.03,176.9
200.0,185.0
160.0,190.0
185.0,207.5
100.0,112.5
204.12,176.9
204.12,210.92
165.56,163.29
185.97,181.44
77.5,95.0
127.01,111.13
181.44,149.69
192.5,210.0
210.0,227.5
95.0,127.5
325.0,315.0
102.5,105.0
240.4,226.8
235.0,310.0
217.72,213.19
170.0,200.0
145.2,131.5
100.0,115.0
92.5,127.5
165.0,227.5
199.58,170.1
165.0,170.0
303.91,272.16
200.0,197.5
90.0,117.5
142.5,160.0
262.5,285.0
177.5,232.5
274.42,235.87
182.5,195.0
157.5,195.0
217.5,240.0
37.5,77.5
200.0,217.5
232.5,280.0
150.0,190.0
115.67,142.88
127.01,142.88
155.0,150.0
190.0,238.0
167.5,200.0
147.5,150.0
145.0,152.5
200.0,215.0
165.0,192.5
136.08,131.54
137.5,120.0
215.46,217.72
150.0,160.0
155.0,205.0
232.5,260.0
262.5,292.5
215.0,280.0
208.65,249.48
275.0,275.0
170.1,161.03
75.0,85.0
377.5,300.0
226.8,215.46
274.42,258.55
155.0,207.5
115.0,122.5
140.0,170.0
195.04,127.01
95.0,110.0
244.94,249.48
125.0,140.0
120.0,125.0
260.0,245.0
160.0,180.0
170.0,227.5
305.0,305.0
170.0,220.0
190.0,215.0
74.84,106.59
202.5,242.5
90.0,145.0
130.0,140.0
140.0,175.0
226.8,210.92
85.0,92.5
79.38,79.38
230.0,200.0
131.54,140.61
112.5,135.0
217.5,257.5
107.5,145.0
407.5,375.0
140.0,147.5
104.33,120.2
105.0,137.5
242.5,262.5
230.0,257.5
157.5,150.0
242.5,260.0
190.0,185.0
110.0,205.0
290.0,255.0
170.0,200.0
115.0,132.5
72.57,90.72
80.0,95.0
327.5,330.0
162.5,227.5
130.0,150.0
87.5,102.5
294.84,283.5
200.0,200.0
288.03,335.66
160.0,195.0
170.0,205.0
157.5,170.0
110.0,135.0
135.0,125.0
222.26,215.46
176.9,188.24
170.1,163.29
158.76,161.03
102.5,137.5
265.0,245.0
142.88,133.81
150.0,182.5
105.0,147.5
85.0,115.0
112.5,135.0
260.0,250.0
232.5,277.5
200.0,230.0
135.0,162.5
75.0,112.5
165.56,161.03
255.0,277.5
252.5,262.5
72.5,95.0
192.5,235.0
122.5,170.0
124.74,124.74
215.0,212.5
115.0,142.5
197.31,172.37
250.0,275.0
240.4,231.33
205.0,222.5
212.5,235.0
170.0,195.0
213.19,249.48
150.0,185.0
150.0,175.0
192.78,249.48
200.0,205.0
299.37,274.42
183.7,197.31
183.7,190.51
106.59,151.95
115.67,108.86
95.0,127.5
92.5,127.5
142.88,133.81
185.0,230.0
132.5,150.0
167.5,207.5
70.0,110.0
180.0,227.5
215.46,226.8
85.0,90.0
225.0,240.0
147.5,200.0
183.7,183.7
160.0,190.0
183.7,124.74
145.0,170.0
200.0,260.0
217.72,215.46
272.5,295.0
240.0,272.5
75.0,110.0
182.5,205.0
157.5,210.0
163.29,154.22
172.5,245.5
347.0,274.42
265.0,287.5
50.0,95.0
106.59,113.4
110.0,130.0
155.0,160.0
147.42,174.63
115.67,115.67
165.56,197.31
147.42,165.56
213.19,167.83
20.4,213.2
145.0,200.0
110.0,157.5
152.5,155.0
110.0,135.0
95.25,113.4
172.37,204.12
167.83,176.9
367.5,350.0
182.5,220.0
183.7,158.76
72.5,90.0
115.21,150.14
147.5,182.5
174.63,181.44
115.0,160.0
132.5,155.0
107.5,130.0
161.03,179.17
117.5,157.5
190.0,240.0
190.51,195.04
287.5,257.5
137.5,177.5
230.0,260.0
145.15,161.03
105.0,107.5
147.42,149.69
102.5,137.5
212.5,225.0
149.69,192.78
372.5,275.0
197.31,215.46
177.5,230.0
175.0,200.0
177.5,190.0
97.52,142.88
172.4,222.3
200.0,255.0
167.5,182.5
220.0,250.0
245.0,207.5
160.0,137.5
185.0,240.0
190.0,222.5
245.0,255.0
220.0,250.0
272.16,317.51
215.0,215.0
85.0,115.0
217.5,247.5
149.69,183.7
180.0,225.0
207.5,245.0
124.74,156.49
225.0,135.0
113.4,136.08
177.5,207.5
192.5,230.0
197.31,219.99
217.5,257.5
163.29,181.44
195.04,217.72
92.99,106.59
129.27,147.42
165.0,237.5
260.0,272.5
207.5,252.5
57.5,120.0
115.0,150.0
145.0,190.0
197.5,247.5
92.5,127.5
275.0,240.0
130.0,147.5
195.0,275.0
235.0,297.5
192.5,227.5
222.26,213.19
167.5,215.0
192.5,252.5
250.0,250.0
190.0,185.0
105.0,150.0
70.31,117.93
145.0,152.5
102.06,120.2
190.51,235.87
122.5,127.5
180.0,242.5
202.5,235.0
365.0,327.5
107.5,132.5
124.74,149.69
175.0,210.0
130.0,160.0
217.5,280.5
297.5,320.0
207.5,210.0
112.5,140.0
127.01,142.88
202.5,210.0
183.7,179.17
185.0,177.5
92.5,127.5
177.5,225.0
172.37,213.19
145.15,185.97
205.0,210.0
215.0,245.0
115.67,156.49
50.0,60.0
158.76,183.7
204.12,226.8
187.5,220.0
227.5,235.0
200.0,272.5
205.0,265.0
97.5,137.5
131.54,131.54
127.01,163.29
230.0,265.0
125.0,132.5
195.0,240.0
67.5,105.0
167.5,170.0
226.8,219.99
174.63,208.65
163.29,167.83
179.17,199.58
125.0,117.5
174.63,195.04
160.0,215.0
155.0,235.5
290.0,310.0
132.5,145.0
235.0,285.0
215.0,242.5
160.0,165.0
275.5,287.5
25.0,75.0
156.49,188.24
110.0,145.0
147.5,192.5
85.0,115.0
115.0,140.0
192.5,210.0
219.99,281.23
152.5,200.0
182.5,215.0
90.0,97.5
112.5,140.0
249.48,249.48
250.0,260.0
85.0,115.0
90.0,122.5
77.5,105.0
245.0,285.0
145.0,165.0
90.0,97.5
110.0,125.0
142.5,195.0
97.5,130.0
324.32,254.01
137.5,190.0
272.5,255.0
140.0,205.0
107.5,120.0
150.0,187.5
150.0,202.5
227.5,240.0
105.0,170.0
205.0,197.5
175.0,165.0
207.5,227.5
104.33,104.33
340.0,322.5
147.42,138.35
142.88,131.54
124.74,124.74
227.5,252.5
152.5,192.5
380.0,355.0
113.4,127.01
132.5,152.5
187.5,225.0
110.0,130.0
308.44,265.35
147.42,142.88
127.5,150.0
132.5,152.5
176.9,208.65
154.22,176.9
133.81,138.35
237.5,252.5
265.35,290.3
90.72,122.47
192.78,190.51
205.0,252.5
317.5,290.0
167.83,172.37
160.0,210.0
175.0,207.5
156.49,156.49
140.0,147.5
80.0,125.0
177.5,200.0
72.5,97.5
195.0,227.5
92.5,125.0
265.0,265.0
102.5,137.5
120.0,140.0
117.93,124.74
207.5,212.5
192.5,220.0
102.06,158.76
213.19,174.63
176.9,181.44
195.0,172.5
235.0,210.0
155.5,165.0
122.5,162.5
215.0,215.0
156.49,142.88
226.8,213.19
177.5,182.5
87.5,137.5
70.0,102.5
80.0,135.0
205.0,220.0
180.0,232.5
80.0,100.0
105.0,142.5
160.0,200.0
182.5,200.0
282.5,245.0
190.0,245.0
200.0,257.5
102.06,106.59
86.2,102.1
125.0,125.0
201.85,197.31
99.79,120.2
217.5,242.5
151.95,183.7
207.5,227.5
90.0,107.5
92.5,115.0
174.63,192.78
220.0,250.0
237.5,245.0
145.0,212.5
185.97,197.31
170.0,250.0
215.0,235.0
161.03,172.37
137.5,182.5
137.5,137.5
215.0,242.5
187.5,252.5
145.0,175.0
82.5,125.0
57.5,112.5
185.0,240.0
230.0,222.5
235.87,195.04
183.7,170.1
172.5,217.5
182.5,165.0
190.0,195.0
260.0,240.0
175.0,237.5
301.64,233.6
215.0,260.0
77.5,100.0
157.5,222.5
227.5,232.5
227.5,255.0
212.5,260.0
92.5,150.0
87.5,135.0
95.25,115.67
57.5,110.0
145.0,205.0
210.0,232.5
150.0,195.0
300.0,235.0
102.5,125.0
231.33,260.82
260.0,260.0
231.33,208.65
233.6,213.19
210.0,260.0
190.51,197.31
207.5,227.5
232.5,210.0
27.5,52.5
120.0,145.0
181.44,188.24
200.0,237.5
147.5,197.5
217.5,250.0
145.15,142.88
213.19,217.72
167.83,172.37
202.5,202.5
215.46,215.46
195.0,187.5
127.5,170.0
200.0,185.0
215.46,204.12
272.5,272.5
172.5,220.0
235.0,275.0
202.5,242.5
151.95,167.83
135.0,165.0
150.0,190.0
200.0,197.5
90.0,132.5
115.0,135.0
212.5,210.0
385.55,272.16
97.5,130.0
229.06,244.94
156.49,165.56
145.15,145.15
180.0,220.0
355.0,342.5
105.0,127.5
125.0,152.5
115.0,127.5
185.0,220.0
200.0,250.0
142.88,181.44
344.73,322.05
52.5,70.0
165.0,270.0
155.0,190.0
180.0,192.5
149.69,142.88
205.0,230.0
117.93,124.74
163.29,170.1
226.8,226.8
102.5,167.5
220.0,257.5
120.2,122.47
112.5,160.0
222.5,245.0
127.5,127.5
160.0,212.5
182.5,212.5
160.0,190.0
110.0,122.5
100.0,107.5
100.0,120.0
200.0,235.0
182.5,267.5
140.0,165.0
124.74,145.15
225.0,227.5
262.5,295.0
199.58,233.6
195.0,235.0
245.0,290.0
170.0,227.5
92.5,125.0
135.5,155.0
110.0,150.0
170.0,200.0
185.0,182.5
165.0,197.5
107.5,145.0
80.0,100.0
80.0,137.5
235.0,230.0
247.5,225.0
315.0,335.0
215.46,192.78
256.28,231.33
185.0,235.0
188.24,226.8
182.5,227.5
345.0,317.5
258.55,204.12
122.47,127.01
142.5,182.5
175.0,207.5
97.5,115.0
100.0,110.0
104.33,124.74
300.0,327.5
255.0,270.0
307.5,277.5
135.0,152.5
142.88,181.44
120.0,152.5
197.5,190.0
240.0,240.0
225.0,220.0
247.5,267.5
305.0,307.5
275.0,250.0
205.0,207.5
115.67,117.93
110.0,147.5
130.0,200.0
110.0,147.5
172.5,200.0
125.0,152.5
127.5,142.5
137.5,192.5
90.72,90.72
150.0,170.0
226.8,204.12
150.0,175.0
187.5,245.0
175.0,185.0
210.0,230.0
210.92,217.72
102.06,154.22
183.7,183.25
285.0,230.0
230.0,255.0
79.38,90.72
137.5,165.0
77.5,115.0
197.31,197.31
185.97,174.63
300.0,310.0
162.5,212.5
215.0,245.0
170.1,149.69
260.82,238.14
122.5,127.5
172.5,217.5
154.22,181.44
97.5,125.0
147.42,147.42
112.5,155.0
215.0,215.0
62.5,80.0
312.98,303.91
142.5,187.5
197.5,222.5
125.0,172.5
92.5,115.0
170.0,185.0
140.0,190.0
175.0,237.5
195.0,272.5
250.0,275.0
185.0,182.5
235.0,240.0
260.0,245.0
252.5,240.0
172.37,181.44
90.0,137.5
205.0,227.5
242.67,226.8
83.91,127.01
207.5,240.0
177.5,197.5
156.49,165.56
187.5,215.0
187.5,205.0
138.35,145.15
272.5,260.0
136.08,161.03
210.0,237.5
240.0,252.5
170.0,195.0
155.0,207.5
190.51,197.31
80.0,92.5
80.0,120.0
226.8,215.46
120.0,147.5
249.48,267.62
165.56,185.97
140.0,192.5
113.4,120.2
307.5,272.5
107.5,125.0
181.44,172.37
213.19,226.8
197.31,170.1
72.5,112.5
92.5,105.0
154.22,183.7
137.5,170.0
240.4,258.55
